id,categoria,familia,especie,nombre_comun,genero,specific_epithet,tag,infraespecie,forma,scientific_name,author
8,EN PELIGRO CRITICO (CR),CACTACEAE,Haageocereus pacalaensis subsp. repens (Rauh & Backeberg) Ostolaza,NA,Haageocereus,pacalaensis,subsp.,repens,NA,Haageocereus pacalaensis subsp. repens,(Rauh & Backeberg) Ostolaza
9,EN PELIGRO CRITICO (CR),CACTACEAE,Haageocereus pseudomelanostele subsp. setosus (Akers) Ostolaza,NA,Haageocereus,pseudomelanostele,subsp.,setosus,NA,Haageocereus pseudomelanostele subsp. setosus,(Akers) Ostolaza
10,EN PELIGRO CRITICO (CR),CACTACEAE,Haageocereus pseudomelanostele subsp. setosus forma longicomus (Akers) Ostolaza,NA,Haageocereus,pseudomelanostele,subsp.,setosus,longicomus,Haageocereus pseudomelanostele subsp. setosus forma longicomus,(Akers) Ostolaza
11,EN PELIGRO CRITICO (CR),CACTACEAE,Haageocereus tenuis (Ritter) Rauh & Ostolaza,NA,Haageocereus,tenuis,NA,NA,NA,Haageocereus tenuis,(Ritter) Rauh & Ostolaza
1,EN PELIGRO (EN),CACTACEAE,Cleistocactus acanthurus subsp. acanthurus (Vaupel) Hunt,NA,Cleistocactus,acanthurus,subsp.,acanthurus,NA,Cleistocactus acanthurus subsp. acanthurus,(Vaupel) Hunt
2,EN PELIGRO (EN),CACTACEAE,Cleistocactus acanthurus subsp. faustianus (Backeberg) Ostolaza,NA,Cleistocactus,acanthurus,subsp.,faustianus,NA,Cleistocactus acanthurus subsp. faustianus,(Backeberg) Ostolaza
3,EN PELIGRO (EN),CACTACEAE,Cleistocactus acanthurus subsp. pullatus (Rauh & Backeberg) Ostolaza,NA,Cleistocactus,acanthurus,subsp.,pullatus,NA,Cleistocactus acanthurus subsp. pullatus,(Rauh & Backeberg) Ostolaza
4,EN PELIGRO (EN),CACTACEAE,Cleistocactus peculiaris (Rauh & Backeberg) Ostolaza,NA,Cleistocactus,peculiaris,NA,NA,NA,Cleistocactus peculiaris,(Rauh & Backeberg) Ostolaza
5,EN PELIGRO (EN),CACTACEAE,Corryocactus quadrangularis (Rauh & Backeberg) Ritter,NA,Corryocactus,quadrangularis,NA,NA,NA,Corryocactus quadrangularis,(Rauh & Backeberg) Ritter
6,EN PELIGRO (EN),CACTACEAE,Haageocereus pseudomelanostele subsp. aureispinus (Rauh & Backeberg) Ostolaza,NA,Haageocereus,pseudomelanostele,subsp.,aureispinus,NA,Haageocereus pseudomelanostele subsp. aureispinus,(Rauh & Backeberg) Ostolaza
7,EN PELIGRO (EN),CACTACEAE,Haageocereus pseudomelanostele subsp. pseudomelanostele (Werdermann & Backeberg) Backebe,rg,Haageocereus,pseudomelanostele,subsp.,pseudomelanostele,NA,Haageocereus pseudomelanostele subsp. pseudomelanostele,(Werdermann & Backeberg) Backebe
8,EN PELIGRO (EN),CACTACEAE,Haageocereus pseudomelanostele subsp. turbidus (Rauh & Backeberg) Ostolaza,NA,Haageocereus,pseudomelanostele,subsp.,turbidus,NA,Haageocereus pseudomelanostele subsp. turbidus,(Rauh & Backeberg) Ostolaza
9,EN PELIGRO (EN),CACTACEAE,Mila caespitosa subsp. caespitosa Britton & Rose,NA,Mila,caespitosa,subsp.,caespitosa,NA,Mila caespitosa subsp. caespitosa,Britton & Rose
10,EN PELIGRO (EN),CACTACEAE,Mila caespitosa subsp. densiseta (Rauh & Backeberg) Ostolaza,NA,Mila,caespitosa,subsp.,densiseta,NA,Mila caespitosa subsp. densiseta,(Rauh & Backeberg) Ostolaza
11,EN PELIGRO (EN),CACTACEAE,Mila nealeana Backeberg,NA,Mila,nealeana,NA,NA,NA,Mila nealeana,Backeberg
12,EN PELIGRO (EN),CACTACEAE,Opuntia pubescens Wendland ex Pfeiffer,NA,Opuntia,pubescens,NA,NA,NA,Opuntia pubescens,Wendland ex Pfeiffer
1,VULNERABLE (Vu),CACTACEAE,Browningia candelaris (Meyen) Britton & Rose,"chullachaqui, chunay",Browningia,candelaris,NA,NA,NA,Browningia candelaris,(Meyen) Britton & Rose
2,VULNERABLE (Vu),CACTACEAE,Cleistocactus pachycladus (Rauh & Backeberg) Ostolaza,NA,Cleistocactus,pachycladus,NA,NA,NA,Cleistocactus pachycladus,(Rauh & Backeberg) Ostolaza
3,VULNERABLE (Vu),CACTACEAE,Corryocactus brevistylus subsp. puquiensis (Rauh & Backeberg) Ostolaza,"sanqui, sanque, tuno",Corryocactus,brevistylus,subsp.,puquiensis,NA,Corryocactus brevistylus subsp. puquiensis,(Rauh & Backeberg) Ostolaza
4,VULNERABLE (Vu),CACTACEAE,Cumulopuntia sphaericus (Foerster) Backeberg,NA,Cumulopuntia,sphaericus,NA,NA,NA,Cumulopuntia sphaericus,(Foerster) Backeberg
5,VULNERABLE (Vu),CACTACEAE,Echinopsis backebergii Werdermann,NA,Echinopsis,backebergii,NA,NA,NA,Echinopsis backebergii,Werdermann
6,VULNERABLE (Vu),CACTACEAE,Echinopsis cuzcoensis (Britton & Rose) Friedrich & G. Rowley,NA,Echinopsis,cuzcoensis,NA,NA,NA,Echinopsis cuzcoensis,(Britton & Rose) Friedrich & G. Rowley
7,VULNERABLE (Vu),CACTACEAE,Echinopsis maximilliana var. corbula,NA,Echinopsis,maximilliana,var.,corbula,NA,Echinopsis maximilliana var. corbula,NA
8,VULNERABLE (Vu),CACTACEAE,Echinopsis peruviana subsp. puquiensis (Rauh & Backeberg) Ostolaza,sanqui,Echinopsis,peruviana,subsp.,puquiensis,NA,Echinopsis peruviana subsp. puquiensis,(Rauh & Backeberg) Ostolaza
9,VULNERABLE (Vu),CACTACEAE,Eriosyce omasensis (Ostolaza & Mischler) Ostolaza,NA,Eriosyce,omasensis,NA,NA,NA,Eriosyce omasensis,(Ostolaza & Mischler) Ostolaza
10,VULNERABLE (Vu),CACTACEAE,Haageocereus acranthus subsp. acranthus (Vaupel) Backeberg,NA,Haageocereus,acranthus,subsp.,acranthus,NA,Haageocereus acranthus subsp. acranthus,(Vaupel) Backeberg
11,VULNERABLE (Vu),CACTACEAE,Haageocereus acranthus subsp. olowinskianus (Backeberg) Ostolaza,NA,Haageocereus,acranthus,subsp.,olowinskianus,NA,Haageocereus acranthus subsp. olowinskianus,(Backeberg) Ostolaza
12,VULNERABLE (Vu),CACTACEAE,Haageocereus pseudomelanostele subsp. carminiflorus (Rauh & Backeberg) Ostolaza,NA,Haageocereus,pseudomelanostele,subsp.,carminiflorus,NA,Haageocereus pseudomelanostele subsp. carminiflorus,(Rauh & Backeberg) Ostolaza
13,VULNERABLE (Vu),CACTACEAE,Matucana haynei (Otto) Britton & Rose,NA,Matucana,haynei,NA,NA,NA,Matucana haynei,(Otto) Britton & Rose
14,VULNERABLE (Vu),CACTACEAE,Melocactus peruvianus Vaupel,NA,Melocactus,peruvianus,NA,NA,NA,Melocactus peruvianus,Vaupel
15,VULNERABLE (Vu),CACTACEAE,Oreocereus hendriksenianus (Backeberg) Backeberg,NA,Oreocereus,hendriksenianus,NA,NA,NA,Oreocereus hendriksenianus,(Backeberg) Backeberg
16,VULNERABLE (Vu),CACTACEAE,Weberbauerocereus rauhii Backeberg,chuillo,Weberbauerocereus,rauhii,NA,NA,NA,Weberbauerocereus rauhii,Backeberg
1,CASI AMENAZADO (NT),CACTACEAE,Armatocereus matucanensis Backeberg,jacano,Armatocereus,matucanensis,NA,NA,NA,Armatocereus matucanensis,Backeberg
2,CASI AMENAZADO (NT),CACTACEAE,Espostoa melanostele (Vaupel) Borg,NA,Espostoa,melanostele,NA,NA,NA,Espostoa melanostele,(Vaupel) Borg
